0;0;1;2;3;4
1951-12-01;0.07872897400457914;-0.12434618224615243;-0.1787321516310073;-0.22888246014034186;-0.018524355237025725
1952-12-01;0.12291090734183584;-0.11072529391699495;-0.13017445694384028;-0.2406916643775095;0.07088395546021446
1953-12-01;0.1378749893046177;-0.057403561831696176;-0.03352569539525618;-0.19181828784603278;0.16379124208468993
1954-12-01;0.10633782995404586;0.02619145048978734;0.09042219477179281;-0.08452445500250536;0.23197047382180216
1955-12-01;0.025195729175256282;0.11569245547608824;0.20941930511346452;0.05890664652584035;0.25466966486568376
1956-12-01;-0.08950133852898687;0.1795139977037473;0.2907174666757627;0.20274800443992225;0.22642820952351544
1957-12-01;-0.20481799092441533;0.19154453911985037;0.31284941542248523;0.3105764772188503;0.15784461151526008
1958-12-01;-0.2806735020405643;0.1433882372358184;0.2730793731622351;0.3587167355529408;0.06920423185973555
1959-12-01;-0.2840086868010939;0.05009341312412008;0.1870896940096253;0.3440888366335712;-0.019376572060714588
1960-12-01;-0.2021429936587955;-0.05417812248810676;0.08105251683145764;0.28263162299936967;-0.0959815777024928
1961-12-01;-0.04999925425088568;-0.12940127147977487;-0.020000608403402023;0.19921041234521458;-0.15914314441605476
1962-12-01;0.13204783495136205;-0.14621571241065054;-0.10165284011109119;0.11446576873176867;-0.21381637010295307
1963-12-01;0.2895672167746779;-0.0982301498318584;-0.16265587317966693;0.03580256523622387;-0.2640753695382017
1964-12-01;0.37122961339493993;-0.004507849370590797;-0.2095718832371605;-0.04255480102351959;-0.30705598599454004
1965-12-01;0.34612217977811033;0.0986319870144636;-0.24703160347558392;-0.13072225507195961;-0.3315522726187928
1966-12-01;0.21537923011296747;0.17233946811692688;-0.269858170143084;-0.23103277239579273;-0.3218273383795491
1967-12-01;0.013964804659532482;0.18966569561071678;-0.2625145714051941;-0.3302592250837473;-0.2644300341723347
1968-12-01;-0.198504182050517;0.1438082254454909;-0.2072366827286349;-0.4014564187820062;-0.15463300646578956
1969-12-01;-0.35548830593651637;0.047939566196290834;-0.09697595770612899;-0.4151293972620601;0.00011949224215324072
1970-12-01;-0.4045000778019674;-0.07151843923057769;0.054136961571919606;-0.35391503250430223;0.18049030897998147
1971-12-01;-0.3246888648323639;-0.18403637580468224;0.20960421223174489;-0.22277159855493078;0.35835019575457716
1972-12-01;-0.13518603370926638;-0.2627805392109688;0.3210880228915195;-0.04909620066633878;0.5012953909239255
1973-12-01;0.10890633552030274;-0.289458967429697;0.3470616517080656;0.1272576677832705;0.5777642869793813
1974-12-01;0.33216172964484875;-0.256667210784975;0.2714346526823937;0.26872886793568174;0.5627665280679661
1975-12-01;0.46168295099657375;-0.16884164100049637;0.11332604915926894;0.3521361470889803;0.4443521185590744
1976-12-01;0.45032704076011665;-0.04212514709808085;-0.07721886141773324;0.37283327923007537;0.22999338159229968
1977-12-01;0.293065571237269;0.0976670220330304;-0.236571307088151;0.3404824172305547;-0.049411479109890036
1978-12-01;0.030972562395895166;0.21993259421967484;-0.3110731820289143;0.27046137186230507;-0.3410107020280811
1979-12-01;-0.2592188583680049;0.29673773649893803;-0.2771399513604705;0.17649935837991543;-0.5791561875986835
1980-12-01;-0.48769194922289755;0.3107612532687602;-0.14969204176661208;0.06826413496818237;-0.7017069315385362
1981-12-01;-0.5798246800234818;0.2606427828796266;0.024330964040856468;-0.0461524364293531;-0.6693375378641608
1982-12-01;-0.5011766476868531;0.16132647641820064;0.1843715385952437;-0.1560771600832906;-0.4810531733924139
1983-12-01;-0.27039103022137895;0.03909262253651685;0.2787928451929884;-0.24637187062829594;-0.17908844760492867
1984-12-01;0.045324698424464904;-0.07670528937630575;0.2824813280340837;-0.2998775483692063;0.16042830730239196
1985-12-01;0.3515177873550355;-0.16193565828922657;0.2030318577589285;-0.30318838541641807;0.44924251455758535
1986-12-01;0.5575960392193813;-0.20315257542893939;0.07418140591527528;-0.2525432624626977;0.6140370883856168
1987-12-01;0.6065742368480131;-0.1989698508469083;-0.05954606989789912;-0.15652207329689385;0.6189605561732733
1988-12-01;0.49250412647570696;-0.15787977977874187;-0.15989552778078178;-0.03410992747752692;0.47521599582195106
1989-12-01;0.25939941686693135;-0.09414597414368647;-0.20675199279612097;0.09077553154137097;0.23442894995908037
1990-12-01;-0.017104528852610757;-0.02351437961586967;-0.20101184865745803;0.19557937175951112;-0.030933530348633654
1991-12-01;-0.25733340322050224;0.040080278216929444;-0.158881824315509;0.26364030513051817;-0.2518569801393466
1992-12-01;-0.40330414305291507;0.08637813500024594;-0.10146520238734909;0.285906804605803;-0.3824312447052368
1993-12-01;-0.43338936681128337;0.10936154672186471;-0.04480133281602502;0.2605611915858089;-0.40853880538071896
1994-12-01;-0.3623220087824141;0.1069633409446992;0.0054764730431421105;0.19211056316710617;-0.3446729705082057
1995-12-01;-0.22933320521839368;0.08043964430553444;0.05322194190191957;0.09098910347800407;-0.2229201007361246
1996-12-01;-0.08129903189723402;0.03384033718197553;0.10578952217541251;-0.026590273086239284;-0.08027145335365643
1997-12-01;0.041992054364311276;-0.026239110955768717;0.16624101578127845;-0.13980977199242595;0.05081744188380187
1998-12-01;0.1162889726590678;-0.09076876110108767;0.22764375170177115;-0.22659770305971697;0.14697360629321682
1999-12-01;0.1347936577865847;-0.1486389963817661;0.2724168646471239;-0.269029406957786;0.19492853866105259
2000-12-01;0.10585732655431093;-0.18762788574104994;0.2775075503036244;-0.2590315849250597;0.19142166869390842
2001-12-01;0.04897602702202563;-0.1960959932283468;0.2235766377315699;-0.20179077502642465;0.14328919148828542
